0;0;0;0;land;false;unknown;0
1;225;186;168;land;false;forest;1
2;238;205;236;land;true;plains;1
3;80;225;240;land;false;desert;1
4;175;208;206;land;false;plains;1
5;223;218;167;land;true;plains;1
6;161;140;249;land;false;desert;1
7;250;144;253;land;false;hills;1
8;244;71;232;land;false;plains;1
9;206;56;250;land;false;desert;1
10;141;199;237;land;false;mountain;1
11;211;250;74;land;false;forest;1
12;168;176;212;land;false;plains;1
13;176;230;122;land;false;plains;1
14;69;239;233;land;false;forest;1
15;177;194;239;land;true;forest;1
16;233;164;195;land;false;plains;1
17;210;182;139;land;false;forest;1
18;193;190;125;land;false;plains;1
19;253;146;155;land;false;jungle;1
20;221;204;240;land;false;jungle;1
21;186;220;192;land;false;plains;1
22;239;227;49;land;false;jungle;1
23;93;190;223;land;false;plains;1
24;175;201;175;land;false;forest;1
25;153;235;157;land;false;forest;1
26;250;79;201;land;false;plains;1
27;179;198;227;land;true;jungle;1
28;243;74;219;land;false;jungle;1
29;209;234;200;land;false;plains;1
30;173;215;219;land;true;plains;1
31;237;91;198;land;false;hills;1
32;163;182;217;land;false;mountain;1
33;233;246;195;land;false;desert;1
34;210;248;240;land;false;jungle;1
35;183;81;249;land;false;plains;1
36;113;233;213;land;false;desert;1
37;171;209;253;land;false;mountain;1
38;198;172;182;land;false;plains;1
39;201;203;128;land;false;plains;1
40;211;172;244;land;false;forest;1
41;53;241;220;land;false;plains;1
42;203;235;203;land;false;mountain;1
43;245;192;179;land;false;hills;1
44;181;171;212;land;false;plains;1
45;34;249;239;land;false;forest;1
46;232;172;206;land;false;forest;1
47;116;183;223;land;true;plains;1
48;219;106;199;land;false;forest;1
49;170;251;248;land;false;mountain;1
50;239;251;59;land;false;jungle;1
51;151;253;192;land;false;plains;1
52;246;246;140;land;false;desert;1
53;217;252;235;land;false;plains;1
54;220;192;243;land;false;forest;1
55;246;240;69;land;true;hills;1
56;188;238;252;land;false;forest;1
57;236;218;144;land;false;jungle;1
58;164;175;233;land;true;forest;1
59;171;143;207;land;false;forest;1
60;175;211;202;land;false;desert;1
61;135;186;188;land;false;jungle;1
62;204;250;209;land;true;plains;1
63;250;94;195;land;false;plains;1
64;244;97;189;land;false;jungle;1
65;244;194;83;land;false;plains;1
